HGNC ID	Status	Approved symbol	Approved name	Ensembl gene ID
HGNC:47158	Approved	RNU6-195P	RNA, U6 small nuclear 195, pseudogene	ENSG00000223284
HGNC:47159	Approved	RNU6-196P	RNA, U6 small nuclear 196, pseudogene	ENSG00000207042
HGNC:47160	Approved	RNU6-197P	RNA, U6 small nuclear 197, pseudogene	ENSG00000252489
HGNC:47161	Approved	RNU6-198P	RNA, U6 small nuclear 198, pseudogene	ENSG00000206985
HGNC:47162	Approved	RNU6-199P	RNA, U6 small nuclear 199, pseudogene	ENSG00000199824
HGNC:47163	Approved	RNU6-200P	RNA, U6 small nuclear 200, pseudogene	ENSG00000201613
HGNC:47164	Approved	RNU6-201P	RNA, U6 small nuclear 201, pseudogene	ENSG00000252909
HGNC:47165	Approved	RNU6-202P	RNA, U6 small nuclear 202, pseudogene	ENSG00000251807
HGNC:47166	Approved	RNU6-203P	RNA, U6 small nuclear 203, pseudogene	ENSG00000206765
HGNC:47167	Approved	RNU6-204P	RNA, U6 small nuclear 204, pseudogene	ENSG00000199335
HGNC:47168	Approved	RNU6-205P	RNA, U6 small nuclear 205, pseudogene	ENSG00000212160
HGNC:47169	Approved	RNU6-206P	RNA, U6 small nuclear 206, pseudogene	ENSG00000206843
HGNC:47170	Approved	RNU6-207P	RNA, U6 small nuclear 207, pseudogene	ENSG00000206864
HGNC:47171	Approved	RNU6-208P	RNA, U6 small nuclear 208, pseudogene	ENSG00000199301
HGNC:47172	Approved	RNU6-209P	RNA, U6 small nuclear 209, pseudogene	ENSG00000206845
HGNC:47173	Approved	RNU6-210P	RNA, U6 small nuclear 210, pseudogene	ENSG00000252752
HGNC:47174	Approved	RNU6-211P	RNA, U6 small nuclear 211, pseudogene	ENSG00000206774
HGNC:47175	Approved	RNU6-212P	RNA, U6 small nuclear 212, pseudogene	ENSG00000199512
HGNC:47176	Approved	RNU6-213P	RNA, U6 small nuclear 213, pseudogene	ENSG00000206778
HGNC:47177	Approved	RNU6-214P	RNA, U6 small nuclear 214, pseudogene	ENSG00000206857
HGNC:47178	Approved	RNU6-215P	RNA, U6 small nuclear 215, pseudogene	ENSG00000202039
HGNC:47179	Approved	RNU6-216P	RNA, U6 small nuclear 216, pseudogene	ENSG00000200152
HGNC:47180	Approved	RNU6-217P	RNA, U6 small nuclear 217, pseudogene	ENSG00000206891
HGNC:47181	Approved	RNU6-218P	RNA, U6 small nuclear 218, pseudogene	ENSG00000252929
HGNC:47182	Approved	RNU6-219P	RNA, U6 small nuclear 219, pseudogene	ENSG00000201598
HGNC:47183	Approved	RNU6-220P	RNA, U6 small nuclear 220, pseudogene	ENSG00000212221
HGNC:47184	Approved	RNU6-221P	RNA, U6 small nuclear 221, pseudogene	ENSG00000238493
HGNC:47185	Approved	RNU6-222P	RNA, U6 small nuclear 222, pseudogene	ENSG00000199308
HGNC:47186	Approved	RNU6-223P	RNA, U6 small nuclear 223, pseudogene	ENSG00000199700
HGNC:47187	Approved	RNU6-224P	RNA, U6 small nuclear 224, pseudogene	ENSG00000206782
HGNC:47188	Approved	RNU6-225P	RNA, U6 small nuclear 225, pseudogene	ENSG00000207343
HGNC:47189	Approved	RNU6-226P	RNA, U6 small nuclear 226, pseudogene	ENSG00000200648
HGNC:47190	Approved	RNU6-227P	RNA, U6 small nuclear 227, pseudogene	ENSG00000199735
HGNC:47191	Approved	RNU6-228P	RNA, U6 small nuclear 228, pseudogene	ENSG00000199570
HGNC:47192	Approved	RNU6-229P	RNA, U6 small nuclear 229, pseudogene	ENSG00000252423
HGNC:47193	Approved	RNU6-230P	RNA, U6 small nuclear 230, pseudogene	ENSG00000199327
HGNC:47194	Approved	RNU6-231P	RNA, U6 small nuclear 231, pseudogene	ENSG00000252931
HGNC:47195	Approved	RNU6-232P	RNA, U6 small nuclear 232, pseudogene	ENSG00000252953
HGNC:47196	Approved	RNU6-233P	RNA, U6 small nuclear 233, pseudogene	ENSG00000222777
HGNC:47197	Approved	RNU6-234P	RNA, U6 small nuclear 234, pseudogene	ENSG00000202099
HGNC:47198	Approved	RNU6-235P	RNA, U6 small nuclear 235, pseudogene	ENSG00000199514
HGNC:47199	Approved	RNU6-236P	RNA, U6 small nuclear 236, pseudogene	ENSG00000200756
HGNC:47200	Approved	RNU6-237P	RNA, U6 small nuclear 237, pseudogene	ENSG00000251794
HGNC:47201	Approved	RNU6-238P	RNA, U6 small nuclear 238, pseudogene	ENSG00000200183
HGNC:47202	Approved	RNU6-239P	RNA, U6 small nuclear 239, pseudogene	ENSG00000212292
HGNC:47203	Approved	RNU6-240P	RNA, U6 small nuclear 240, pseudogene	ENSG00000251907
HGNC:47204	Approved	RNU6-241P	RNA, U6 small nuclear 241, pseudogene	ENSG00000212450
HGNC:47205	Approved	RNU6-242P	RNA, U6 small nuclear 242, pseudogene	ENSG00000207087
HGNC:47206	Approved	RNU6-243P	RNA, U6 small nuclear 243, pseudogene	ENSG00000212442
HGNC:47207	Approved	RNU6-244P	RNA, U6 small nuclear 244, pseudogene	ENSG00000212330
HGNC:47208	Approved	RNU6-245P	RNA, U6 small nuclear 245, pseudogene	ENSG00000206747
HGNC:47209	Approved	RNU6-246P	RNA, U6 small nuclear 246, pseudogene	ENSG00000207433
HGNC:47210	Approved	RNU6-247P	RNA, U6 small nuclear 247, pseudogene	ENSG00000199506
HGNC:47211	Approved	RNU6-248P	RNA, U6 small nuclear 248, pseudogene	ENSG00000222652
HGNC:47212	Approved	RNU6-249P	RNA, U6 small nuclear 249, pseudogene	ENSG00000199886
HGNC:47213	Approved	RNU6-250P	RNA, U6 small nuclear 250, pseudogene	ENSG00000252767
HGNC:47214	Approved	RNU6-251P	RNA, U6 small nuclear 251, pseudogene	ENSG00000200105
HGNC:47215	Approved	RNU6-252P	RNA, U6 small nuclear 252, pseudogene	ENSG00000200102
HGNC:47216	Approved	RNU6-253P	RNA, U6 small nuclear 253, pseudogene	ENSG00000207461
HGNC:47217	Approved	RNU6-254P	RNA, U6 small nuclear 254, pseudogene	ENSG00000200247
HGNC:47218	Approved	RNU6-255P	RNA, U6 small nuclear 255, pseudogene	ENSG00000252766
HGNC:47219	Approved	RNU6-256P	RNA, U6 small nuclear 256, pseudogene	ENSG00000252556
HGNC:47220	Approved	RNU6-257P	RNA, U6 small nuclear 257, pseudogene	ENSG00000222170
HGNC:47221	Approved	RNU6-258P	RNA, U6 small nuclear 258, pseudogene	ENSG00000212186
HGNC:47222	Approved	RNU6-259P	RNA, U6 small nuclear 259, pseudogene	ENSG00000206726
HGNC:47223	Approved	RNU6-260P	RNA, U6 small nuclear 260, pseudogene	ENSG00000206819
HGNC:47224	Approved	RNU6-261P	RNA, U6 small nuclear 261, pseudogene	ENSG00000238697
HGNC:47225	Approved	RNU6-262P	RNA, U6 small nuclear 262, pseudogene	ENSG00000222249
HGNC:47226	Approved	RNU6-263P	RNA, U6 small nuclear 263, pseudogene	ENSG00000200681
HGNC:47227	Approved	RNU6-264P	RNA, U6 small nuclear 264, pseudogene	ENSG00000252943
HGNC:47228	Entry Withdrawn	RNU6-265P	RNA, U6 small nuclear 265, pseudogene	
HGNC:47229	Approved	RNU6-266P	RNA, U6 small nuclear 266, pseudogene	ENSG00000201095
HGNC:47230	Approved	RNU6-267P	RNA, U6 small nuclear 267, pseudogene	ENSG00000252523
HGNC:47231	Approved	RNU6-268P	RNA, U6 small nuclear 268, pseudogene	ENSG00000201044
HGNC:47232	Approved	RNU6-269P	RNA, U6 small nuclear 269, pseudogene	ENSG00000212379
HGNC:47233	Approved	RNU6-270P	RNA, U6 small nuclear 270, pseudogene	ENSG00000201001
HGNC:47234	Approved	RNU6-271P	RNA, U6 small nuclear 271, pseudogene	ENSG00000200728
HGNC:47235	Approved	RNU6-272P	RNA, U6 small nuclear 272, pseudogene	ENSG00000222960
HGNC:47236	Approved	RNU6-273P	RNA, U6 small nuclear 273, pseudogene	ENSG00000252746
HGNC:47237	Approved	RNU6-274P	RNA, U6 small nuclear 274, pseudogene	ENSG00000239075
HGNC:47238	Approved	RNU6-275P	RNA, U6 small nuclear 275, pseudogene	ENSG00000201780
HGNC:47239	Approved	RNU6-276P	RNA, U6 small nuclear 276, pseudogene	ENSG00000251923
HGNC:47240	Approved	RNU6-277P	RNA, U6 small nuclear 277, pseudogene	ENSG00000252081
HGNC:47241	Approved	RNU6-278P	RNA, U6 small nuclear 278, pseudogene	ENSG00000212247
HGNC:47242	Approved	RNU6-279P	RNA, U6 small nuclear 279, pseudogene	ENSG00000212599
HGNC:47243	Approved	RNU6-280P	RNA, U6 small nuclear 280, pseudogene	ENSG00000201015
HGNC:47244	Approved	RNU6-281P	RNA, U6 small nuclear 281, pseudogene	ENSG00000206939
HGNC:47245	Approved	RNU6-282P	RNA, U6 small nuclear 282, pseudogene	ENSG00000202227
HGNC:47246	Approved	RNU6-283P	RNA, U6 small nuclear 283, pseudogene	ENSG00000201658
HGNC:47247	Approved	RNU6-284P	RNA, U6 small nuclear 284, pseudogene	ENSG00000223037
HGNC:47248	Approved	RNU6-285P	RNA, U6 small nuclear 285, pseudogene	ENSG00000222488
HGNC:47249	Approved	RNU6-286P	RNA, U6 small nuclear 286, pseudogene	ENSG00000207476
HGNC:47250	Approved	RNU6-287P	RNA, U6 small nuclear 287, pseudogene	ENSG00000252039
HGNC:47251	Approved	RNU6-288P	RNA, U6 small nuclear 288, pseudogene	ENSG00000200560
HGNC:47252	Approved	RNU6-289P	RNA, U6 small nuclear 289, pseudogene	ENSG00000200963
HGNC:47253	Approved	RNU6-290P	RNA, U6 small nuclear 290, pseudogene	ENSG00000202082
HGNC:47254	Approved	RNU6-291P	RNA, U6 small nuclear 291, pseudogene	ENSG00000207451
HGNC:47256	Approved	RNU6-293P	RNA, U6 small nuclear 293, pseudogene	ENSG00000223191
HGNC:47257	Approved	RNU6-294P	RNA, U6 small nuclear 294, pseudogene	ENSG00000201869
HGNC:47258	Approved	RNU6-295P	RNA, U6 small nuclear 295, pseudogene	ENSG00000252710
HGNC:47259	Approved	RNU6-296P	RNA, U6 small nuclear 296, pseudogene	ENSG00000207338
HGNC:47260	Approved	RNU6-297P	RNA, U6 small nuclear 297, pseudogene	ENSG00000207366
HGNC:47261	Approved	RNU6-298P	RNA, U6 small nuclear 298, pseudogene	ENSG00000212190
HGNC:47262	Approved	RNU6-299P	RNA, U6 small nuclear 299, pseudogene	ENSG00000253032
HGNC:47263	Approved	RNU6-300P	RNA, U6 small nuclear 300, pseudogene	ENSG00000238616
HGNC:47264	Approved	RNU6-301P	RNA, U6 small nuclear 301, pseudogene	ENSG00000207004
HGNC:47265	Approved	RNU6-302P	RNA, U6 small nuclear 302, pseudogene	ENSG00000202119
HGNC:47266	Approved	RNU6-303P	RNA, U6 small nuclear 303, pseudogene	ENSG00000252900
HGNC:47267	Approved	RNU6-304P	RNA, U6 small nuclear 304, pseudogene	ENSG00000201725
HGNC:47268	Entry Withdrawn	RNU6-305P	RNA, U6 small nuclear 305, pseudogene	
HGNC:47269	Approved	RNU6-306P	RNA, U6 small nuclear 306, pseudogene	ENSG00000207347
HGNC:47270	Approved	RNU6-307P	RNA, U6 small nuclear 307, pseudogene	ENSG00000252552
HGNC:47271	Approved	RNU6-308P	RNA, U6 small nuclear 308, pseudogene	ENSG00000212259
HGNC:47272	Approved	RNU6-309P	RNA, U6 small nuclear 309, pseudogene	ENSG00000201443
HGNC:47273	Approved	RNU6-310P	RNA, U6 small nuclear 310, pseudogene	ENSG00000207385
HGNC:47274	Approved	RNU6-311P	RNA, U6 small nuclear 311, pseudogene	ENSG00000252033
HGNC:47275	Approved	RNU6-312P	RNA, U6 small nuclear 312, pseudogene	ENSG00000201499
HGNC:47276	Approved	RNU6-313P	RNA, U6 small nuclear 313, pseudogene	ENSG00000252126
HGNC:47277	Approved	RNU6-314P	RNA, U6 small nuclear 314, pseudogene	ENSG00000252383
HGNC:47278	Approved	RNU6-315P	RNA, U6 small nuclear 315, pseudogene	ENSG00000199536
HGNC:47279	Approved	RNU6-316P	RNA, U6 small nuclear 316, pseudogene	ENSG00000212329
HGNC:47280	Approved	RNU6-317P	RNA, U6 small nuclear 317, pseudogene	ENSG00000206758
HGNC:47281	Approved	RNU6-318P	RNA, U6 small nuclear 318, pseudogene	ENSG00000207010
HGNC:47282	Approved	RNU6-319P	RNA, U6 small nuclear 319, pseudogene	ENSG00000251834
HGNC:47283	Approved	RNU6-320P	RNA, U6 small nuclear 320, pseudogene	ENSG00000252320
HGNC:47284	Approved	RNU6-321P	RNA, U6 small nuclear 321, pseudogene	ENSG00000222844
HGNC:47285	Approved	RNU6-322P	RNA, U6 small nuclear 322, pseudogene	ENSG00000251819
HGNC:47286	Approved	RNU6-323P	RNA, U6 small nuclear 323, pseudogene	ENSG00000253739
HGNC:47287	Approved	RNU6-324P	RNA, U6 small nuclear 324, pseudogene	ENSG00000200827
HGNC:47288	Approved	RNU6-325P	RNA, U6 small nuclear 325, pseudogene	ENSG00000223064
HGNC:47289	Approved	RNU6-326P	RNA, U6 small nuclear 326, pseudogene	ENSG00000202350
HGNC:47290	Approved	RNU6-327P	RNA, U6 small nuclear 327, pseudogene	ENSG00000252079
HGNC:47291	Approved	RNU6-328P	RNA, U6 small nuclear 328, pseudogene	ENSG00000212189
HGNC:47292	Approved	RNU6-329P	RNA, U6 small nuclear 329, pseudogene	ENSG00000238882
HGNC:47293	Approved	RNU6-330P	RNA, U6 small nuclear 330, pseudogene	ENSG00000199885
HGNC:47294	Approved	RNU6-331P	RNA, U6 small nuclear 331, pseudogene	ENSG00000207455
HGNC:47295	Approved	RNU6-332P	RNA, U6 small nuclear 332, pseudogene	ENSG00000212495
HGNC:47296	Approved	RNU6-333P	RNA, U6 small nuclear 333, pseudogene	ENSG00000238669
HGNC:47297	Approved	RNU6-334P	RNA, U6 small nuclear 334, pseudogene	ENSG00000252881
HGNC:47298	Approved	RNU6-335P	RNA, U6 small nuclear 335, pseudogene	ENSG00000201433
HGNC:47299	Approved	RNU6-336P	RNA, U6 small nuclear 336, pseudogene	ENSG00000201761
HGNC:47300	Approved	RNU6-337P	RNA, U6 small nuclear 337, pseudogene	ENSG00000212545
HGNC:47301	Approved	RNU6-338P	RNA, U6 small nuclear 338, pseudogene	ENSG00000206615
HGNC:47302	Approved	RNU6-339P	RNA, U6 small nuclear 339, pseudogene	ENSG00000207037
HGNC:47303	Approved	RNU6-340P	RNA, U6 small nuclear 340, pseudogene	ENSG00000200875
HGNC:47304	Approved	RNU6-341P	RNA, U6 small nuclear 341, pseudogene	ENSG00000252782
HGNC:47305	Approved	RNU6-342P	RNA, U6 small nuclear 342, pseudogene	ENSG00000207251
HGNC:47306	Approved	RNU6-343P	RNA, U6 small nuclear 343, pseudogene	ENSG00000201579
HGNC:47307	Approved	RNU6-344P	RNA, U6 small nuclear 344, pseudogene	ENSG00000252444
HGNC:47308	Approved	RNU6-345P	RNA, U6 small nuclear 345, pseudogene	ENSG00000252810
HGNC:47309	Approved	RNU6-346P	RNA, U6 small nuclear 346, pseudogene	ENSG00000252097
HGNC:47310	Approved	RNU6-347P	RNA, U6 small nuclear 347, pseudogene	ENSG00000252467
HGNC:47311	Approved	RNU6-348P	RNA, U6 small nuclear 348, pseudogene	ENSG00000207114
HGNC:47312	Approved	RNU6-349P	RNA, U6 small nuclear 349, pseudogene	ENSG00000199272
HGNC:47313	Entry Withdrawn	RNU6-350P	RNA, U6 small nuclear 350, pseudogene	
HGNC:47314	Approved	RNU6-351P	RNA, U6 small nuclear 351, pseudogene	ENSG00000251906
HGNC:47315	Approved	RNU6-352P	RNA, U6 small nuclear 352, pseudogene	ENSG00000252717
HGNC:47316	Approved	RNU6-353P	RNA, U6 small nuclear 353, pseudogene	ENSG00000201136
HGNC:47317	Approved	RNU6-354P	RNA, U6 small nuclear 354, pseudogene	ENSG00000206589
HGNC:47318	Approved	RNU6-355P	RNA, U6 small nuclear 355, pseudogene	ENSG00000222359
HGNC:47319	Approved	RNU6-356P	RNA, U6 small nuclear 356, pseudogene	ENSG00000206867
HGNC:47320	Entry Withdrawn	RNU6-357P	RNA, U6 small nuclear 357, pseudogene	
HGNC:47321	Approved	RNU6-358P	RNA, U6 small nuclear 358, pseudogene	ENSG00000252373
HGNC:47322	Approved	RNU6-359P	RNA, U6 small nuclear 359, pseudogene	ENSG00000202336
HGNC:47323	Approved	RNU6-360P	RNA, U6 small nuclear 360, pseudogene	ENSG00000212246
HGNC:47324	Approved	RNU6-361P	RNA, U6 small nuclear 361, pseudogene	ENSG00000201324
HGNC:47325	Approved	RNU6-362P	RNA, U6 small nuclear 362, pseudogene	ENSG00000252545
HGNC:47326	Approved	RNU6-363P	RNA, U6 small nuclear 363, pseudogene	ENSG00000199765
HGNC:47327	Approved	RNU6-364P	RNA, U6 small nuclear 364, pseudogene	ENSG00000207115
HGNC:47328	Approved	RNU6-365P	RNA, U6 small nuclear 365, pseudogene	ENSG00000252922
HGNC:47329	Approved	RNU6-366P	RNA, U6 small nuclear 366, pseudogene	ENSG00000201097
HGNC:47330	Approved	RNU6-367P	RNA, U6 small nuclear 367, pseudogene	ENSG00000252980
HGNC:47331	Approved	RNU6-368P	RNA, U6 small nuclear 368, pseudogene	ENSG00000278551
HGNC:47332	Approved	RNU6-369P	RNA, U6 small nuclear 369, pseudogene	ENSG00000199385
HGNC:47333	Approved	RNU6-370P	RNA, U6 small nuclear 370, pseudogene	ENSG00000222940
HGNC:47334	Approved	RNU6-371P	RNA, U6 small nuclear 371, pseudogene	ENSG00000201153
HGNC:47335	Entry Withdrawn	RNU6-372P	RNA, U6 small nuclear 372, pseudogene	
HGNC:47336	Approved	RNU6-373P	RNA, U6 small nuclear 373, pseudogene	ENSG00000223179
HGNC:47337	Approved	RNU6-374P	RNA, U6 small nuclear 374, pseudogene	ENSG00000201016
HGNC:47338	Approved	RNU6-375P	RNA, U6 small nuclear 375, pseudogene	ENSG00000252859
HGNC:47339	Approved	RNU6-376P	RNA, U6 small nuclear 376, pseudogene	ENSG00000207462
HGNC:47340	Approved	RNU6-377P	RNA, U6 small nuclear 377, pseudogene	ENSG00000251774
HGNC:47341	Approved	RNU6-378P	RNA, U6 small nuclear 378, pseudogene	ENSG00000207052
HGNC:47342	Approved	RNU6-379P	RNA, U6 small nuclear 379, pseudogene	ENSG00000200683
HGNC:47343	Approved	RNU6-380P	RNA, U6 small nuclear 380, pseudogene	ENSG00000222139
HGNC:47344	Approved	RNU6-381P	RNA, U6 small nuclear 381, pseudogene	ENSG00000212561
HGNC:47345	Approved	RNU6-382P	RNA, U6 small nuclear 382, pseudogene	ENSG00000202051
HGNC:47346	Approved	RNU6-383P	RNA, U6 small nuclear 383, pseudogene	ENSG00000222796
HGNC:47347	Approved	RNU6-384P	RNA, U6 small nuclear 384, pseudogene	ENSG00000201770
HGNC:47348	Entry Withdrawn	RNU6-385P	RNA, U6 small nuclear 385, pseudogene	
HGNC:47349	Approved	RNU6-386P	RNA, U6 small nuclear 386, pseudogene	ENSG00000199520
HGNC:47350	Approved	RNU6-387P	RNA, U6 small nuclear 387, pseudogene	ENSG00000223263
HGNC:47351	Approved	RNU6-388P	RNA, U6 small nuclear 388, pseudogene	ENSG00000252821
HGNC:47352	Approved	RNU6-389P	RNA, U6 small nuclear 389, pseudogene	ENSG00000252857
HGNC:47353	Approved	RNU6-390P	RNA, U6 small nuclear 390, pseudogene	ENSG00000252068
HGNC:47354	Approved	RNU6-391P	RNA, U6 small nuclear 391, pseudogene	ENSG00000202050
HGNC:47355	Approved	RNU6-392P	RNA, U6 small nuclear 392, pseudogene	ENSG00000201796
HGNC:47356	Approved	RNU6-393P	RNA, U6 small nuclear 393, pseudogene	ENSG00000207204
HGNC:47357	Approved	RNU6-394P	RNA, U6 small nuclear 394, pseudogene	ENSG00000222667
HGNC:47358	Approved	RNU6-395P	RNA, U6 small nuclear 395, pseudogene	ENSG00000202532
HGNC:47359	Approved	RNU6-396P	RNA, U6 small nuclear 396, pseudogene	ENSG00000202239
HGNC:47360	Approved	RNU6-397P	RNA, U6 small nuclear 397, pseudogene	ENSG00000252035
HGNC:47361	Approved	RNU6-398P	RNA, U6 small nuclear 398, pseudogene	ENSG00000206870
HGNC:47362	Approved	RNU6-399P	RNA, U6 small nuclear 399, pseudogene	ENSG00000202034
HGNC:47363	Approved	RNU6-400P	RNA, U6 small nuclear 400, pseudogene	ENSG00000212475
HGNC:47364	Approved	RNU6-401P	RNA, U6 small nuclear 401, pseudogene	ENSG00000212374
HGNC:47365	Approved	RNU6-402P	RNA, U6 small nuclear 402, pseudogene	ENSG00000222610
HGNC:47366	Approved	RNU6-403P	RNA, U6 small nuclear 403, pseudogene	ENSG00000200033
HGNC:47367	Entry Withdrawn	RNU6-404P	RNA, U6 small nuclear 404, pseudogene	
HGNC:47368	Approved	RNU6-405P	RNA, U6 small nuclear 405, pseudogene	ENSG00000252446
HGNC:47369	Approved	RNU6-406P	RNA, U6 small nuclear 406, pseudogene	ENSG00000252279
HGNC:47370	Approved	RNU6-407P	RNA, U6 small nuclear 407, pseudogene	ENSG00000202150
HGNC:47371	Approved	RNU6-408P	RNA, U6 small nuclear 408, pseudogene	ENSG00000251719
HGNC:47372	Approved	RNU6-409P	RNA, U6 small nuclear 409, pseudogene	ENSG00000206841
HGNC:47373	Approved	RNU6-410P	RNA, U6 small nuclear 410, pseudogene	ENSG00000252815
HGNC:47374	Approved	RNU6-411P	RNA, U6 small nuclear 411, pseudogene	ENSG00000207180
HGNC:47375	Approved	RNU6-412P	RNA, U6 small nuclear 412, pseudogene	ENSG00000252243
HGNC:47376	Approved	RNU6-413P	RNA, U6 small nuclear 413, pseudogene	ENSG00000206842
HGNC:47377	Approved	RNU6-414P	RNA, U6 small nuclear 414, pseudogene	ENSG00000200575
HGNC:47378	Approved	RNU6-415P	RNA, U6 small nuclear 415, pseudogene	ENSG00000252061
HGNC:47379	Approved	RNU6-416P	RNA, U6 small nuclear 416, pseudogene	ENSG00000252074
HGNC:47380	Approved	RNU6-417P	RNA, U6 small nuclear 417, pseudogene	ENSG00000207443
HGNC:47381	Approved	RNU6-418P	RNA, U6 small nuclear 418, pseudogene	ENSG00000206762
HGNC:47382	Approved	RNU6-419P	RNA, U6 small nuclear 419, pseudogene	ENSG00000252839
HGNC:47383	Approved	RNU6-420P	RNA, U6 small nuclear 420, pseudogene	ENSG00000239001
HGNC:47384	Approved	RNU6-421P	RNA, U6 small nuclear 421, pseudogene	ENSG00000201341
HGNC:47385	Approved	RNU6-422P	RNA, U6 small nuclear 422, pseudogene	ENSG00000207362
HGNC:47386	Entry Withdrawn	RNU6-423P	RNA, U6 small nuclear 423, pseudogene	
HGNC:47387	Approved	RNU6-424P	RNA, U6 small nuclear 424, pseudogene	ENSG00000207095
HGNC:47388	Approved	RNU6-425P	RNA, U6 small nuclear 425, pseudogene	ENSG00000206604
HGNC:47389	Approved	RNU6-426P	RNA, U6 small nuclear 426, pseudogene	ENSG00000252273
HGNC:47390	Entry Withdrawn	RNU6-427P	RNA, U6 small nuclear 427, pseudogene	
HGNC:47391	Approved	RNU6-428P	RNA, U6 small nuclear 428, pseudogene	ENSG00000199812
HGNC:47392	Approved	RNU6-429P	RNA, U6 small nuclear 429, pseudogene	ENSG00000207312
HGNC:47393	Approved	RNU6-430P	RNA, U6 small nuclear 430, pseudogene	ENSG00000252887
HGNC:47394	Approved	RNU6-431P	RNA, U6 small nuclear 431, pseudogene	ENSG00000206601
HGNC:47395	Approved	RNU6-432P	RNA, U6 small nuclear 432, pseudogene	ENSG00000206923
HGNC:47396	Approved	RNU6-433P	RNA, U6 small nuclear 433, pseudogene	ENSG00000200086
HGNC:47397	Approved	RNU6-434P	RNA, U6 small nuclear 434, pseudogene	ENSG00000207104
HGNC:47398	Approved	RNU6-435P	RNA, U6 small nuclear 435, pseudogene	ENSG00000206766
HGNC:47399	Approved	RNU6-436P	RNA, U6 small nuclear 436, pseudogene	ENSG00000251980
HGNC:47400	Approved	RNU6-437P	RNA, U6 small nuclear 437, pseudogene	ENSG00000238420
HGNC:47401	Approved	RNU6-438P	RNA, U6 small nuclear 438, pseudogene	ENSG00000202431
HGNC:47402	Approved	RNU6-439P	RNA, U6 small nuclear 439, pseudogene	ENSG00000206915
HGNC:47403	Approved	RNU6-440P	RNA, U6 small nuclear 440, pseudogene	ENSG00000212184
HGNC:47404	Approved	RNU6-441P	RNA, U6 small nuclear 441, pseudogene	ENSG00000207275
HGNC:47405	Approved	RNU6-442P	RNA, U6 small nuclear 442, pseudogene	ENSG00000206695
HGNC:47406	Approved	RNU6-443P	RNA, U6 small nuclear 443, pseudogene	
HGNC:47407	Approved	RNU6-444P	RNA, U6 small nuclear 444, pseudogene	ENSG00000206715
HGNC:47408	Approved	RNU6-445P	RNA, U6 small nuclear 445, pseudogene	ENSG00000252758
HGNC:47409	Approved	RNU6-446P	RNA, U6 small nuclear 446, pseudogene	ENSG00000199697
HGNC:47410	Approved	RNU6-447P	RNA, U6 small nuclear 447, pseudogene	ENSG00000222225
HGNC:47411	Approved	RNU6-448P	RNA, U6 small nuclear 448, pseudogene	ENSG00000252861
HGNC:47412	Approved	RNU6-449P	RNA, U6 small nuclear 449, pseudogene	ENSG00000206641
HGNC:47413	Approved	RNU6-450P	RNA, U6 small nuclear 450, pseudogene	ENSG00000201524
HGNC:47414	Approved	RNU6-451P	RNA, U6 small nuclear 451, pseudogene	ENSG00000199791
HGNC:47415	Approved	RNU6-452P	RNA, U6 small nuclear 452, pseudogene	ENSG00000207135
HGNC:47416	Approved	RNU6-453P	RNA, U6 small nuclear 453, pseudogene	ENSG00000252628
HGNC:47417	Approved	RNU6-454P	RNA, U6 small nuclear 454, pseudogene	ENSG00000201162
HGNC:47418	Approved	RNU6-455P	RNA, U6 small nuclear 455, pseudogene	ENSG00000207412
HGNC:47419	Approved	RNU6-456P	RNA, U6 small nuclear 456, pseudogene	ENSG00000207222
HGNC:47420	Approved	RNU6-457P	RNA, U6 small nuclear 457, pseudogene	ENSG00000200869
HGNC:47421	Approved	RNU6-458P	RNA, U6 small nuclear 458, pseudogene	ENSG00000206906
HGNC:47422	Entry Withdrawn	RNU6-459P	RNA, U6 small nuclear 459, pseudogene	
HGNC:47423	Approved	RNU6-460P	RNA, U6 small nuclear 460, pseudogene	ENSG00000212460
